timestamp [ns],pupil diameter left [mm],pupil diameter right [mm],eyeball center left x [mm],eyeball center left y [mm],eyeball center left z [mm],eyeball center right x [mm],eyeball center right y [mm],eyeball center right z [mm],optical axis left x,optical axis left y,optical axis left z,optical axis right x,optical axis right y,optical axis right z,eyelid angle top left [rad],eyelid angle bottom left [rad],eyelid aperture left [mm],eyelid angle top right [rad],eyelid angle bottom right [rad],eyelid aperture right [mm]
9550162951,3.5534,3.4028,-30.6875,15.9062,-41.3125,32.3125,17.0312,-40.1875,-0.0239,0.0746,0.9969,-0.1259,0.0668,0.9898,0.3374,-0.4949,9.1474,0.3059,-0.4341,8.1183
9555153951,3.4744,3.4303,-30.6875,16.0938,-40.8125,32.3438,17.125,-40.3125,0.0385,0.0746,0.9965,-0.0929,0.0698,0.9932,0.3345,-0.4961,9.1287,0.3059,-0.4084,7.8324
9560153951,3.4946,3.4891,-30.625,15.7812,-40.7188,32.4062,16.625,-40.8125,0.0713,0.1125,0.9911,-0.0442,0.1087,0.9931,0.2986,-0.5239,9.046,0.2551,-0.4531,7.7719
9565153951,3.412,3.5295,-30.4688,16.0938,-40.5938,32.5938,16.9062,-40.6875,0.0802,0.0873,0.993,-0.0618,0.0844,0.9945,0.3225,-0.4888,8.9142,0.2849,-0.4153,7.6771
9570156951,3.4946,3.5865,-30.5,16.0,-40.9375,32.5312,16.875,-40.6875,0.0773,0.0883,0.9931,-0.0511,0.0844,0.9951,0.3213,-0.4951,8.972,0.2886,-0.4265,7.8427
9575153951,3.4395,3.5406,-30.6875,16.0,-40.9375,32.3438,17.0,-40.75,0.0773,0.0844,0.9934,-0.0453,0.0805,0.9957,0.3328,-0.4956,9.1043,0.2947,-0.428,7.9263
9580153951,3.3844,3.4487,-30.5938,16.0625,-40.6875,32.4688,17.0,-40.5312,0.0734,0.0883,0.9934,-0.0608,0.0844,0.9946,0.3291,-0.4805,8.8938,0.2971,-0.4255,7.926
9585160951,3.377,3.4303,-30.625,15.9688,-40.6875,32.375,16.8125,-40.5,0.0801,0.0931,0.9924,-0.0549,0.0902,0.9944,0.3062,-0.501,8.8708,0.271,-0.45,7.911
9590154951,3.3862,3.4524,-30.8125,16.0625,-40.625,32.2188,16.875,-40.4375,0.0976,0.0931,0.9909,-0.0442,0.0912,0.9949,0.3313,-0.4868,8.9893,0.2793,-0.4399,7.8904
9595153951,3.456,3.4597,-30.7812,15.9688,-40.6562,32.25,16.8438,-40.25,0.0878,0.1019,0.9909,-0.0529,0.098,0.9938,0.3147,-0.5044,9.0036,0.2595,-0.4517,7.8039
9600154951,3.344,3.5847,-30.8125,16.0,-40.75,32.2188,16.9062,-40.3125,0.0821,0.0912,0.9924,-0.0452,0.0883,0.9951,0.3171,-0.498,8.9591,0.2747,-0.4424,7.8666
9605279951,3.4432,3.5424,-30.625,16.0,-40.625,32.4375,17.0,-40.4375,0.0763,0.0912,0.9929,-0.053,0.0873,0.9948,0.3254,-0.4912,8.974,0.2932,-0.4429,8.0765
9610279951,3.4064,3.4873,-30.75,15.9062,-40.5312,32.2812,16.8438,-40.25,0.0917,0.099,0.9909,-0.0559,0.096,0.9938,0.3062,-0.5044,8.9093,0.2727,-0.4504,7.9352
9615279951,3.5075,3.5902,-30.5625,16.125,-40.6875,32.5,17.0,-40.6875,0.0666,0.0844,0.9942,-0.0501,0.0795,0.9956,0.3369,-0.4832,9.0103,0.3013,-0.4355,8.0835
9620279951,3.3899,3.5938,-30.875,16.0625,-40.5312,32.1562,17.0312,-40.3438,0.0957,0.0863,0.9917,-0.0394,0.0824,0.9958,0.3318,-0.4976,9.1155,0.2732,-0.4363,7.7823
9625279951,3.4413,3.4469,-30.75,15.9688,-40.5625,32.3125,16.9375,-40.25,0.084,0.0912,0.9923,-0.0559,0.0883,0.9945,0.3208,-0.5103,9.137,0.2805,-0.4399,7.9039
9630282951,3.4395,3.5057,-30.5938,15.9062,-40.625,32.4375,16.8438,-40.125,0.0655,0.0999,0.9928,-0.0791,0.096,0.9922,0.3105,-0.5098,9.0183,0.2683,-0.46,7.9934
9635290951,3.3458,3.4652,-30.75,16.0625,-40.3125,32.3125,16.9375,-40.1875,0.0995,0.0912,0.9909,-0.0549,0.0883,0.9946,0.3154,-0.4912,8.8634,0.2681,-0.4543,7.9279
9640279951,3.4469,3.5718,-30.75,15.9688,-40.4375,32.3125,16.9062,-40.3438,0.0908,0.096,0.9912,-0.0501,0.0912,0.9946,0.3213,-0.5122,9.1644,0.2825,-0.4443,7.9745
9645279951,3.4707,3.5479,-30.7812,16.0625,-40.25,32.25,17.0,-40.375,0.0908,0.0902,0.9918,-0.0404,0.0873,0.9954,0.324,-0.5015,9.0731,0.2881,-0.4468,8.0636
9650284951,3.4836,3.445,-30.6875,15.9375,-40.5938,32.3438,16.8438,-40.0625,0.0723,0.1048,0.9919,-0.0684,0.1009,0.9925,0.3159,-0.5034,9.0061,0.26,-0.4607,7.9103
9655279951,3.4542,3.5204,-30.75,15.875,-40.375,32.2812,16.8125,-40.375,0.0858,0.1058,0.9907,-0.0471,0.1019,0.9937,0.3025,-0.5239,9.0891,0.262,-0.4656,7.9865
9660279951,3.4377,3.5057,-30.625,15.9688,-40.3125,32.4062,16.8125,-40.3125,0.0781,0.099,0.992,-0.05,0.0951,0.9942,0.3103,-0.5103,9.0211,0.2773,-0.4561,8.0491
9665282951,3.4505,3.5369,-30.75,16.0,-40.6875,32.3125,17.0,-40.1875,0.0772,0.0902,0.9929,-0.0511,0.0873,0.9949,0.3223,-0.5098,9.1477,0.2842,-0.4399,7.9442
9670279951,3.4377,3.6398,-30.6562,15.9688,-40.4375,32.375,16.8438,-40.375,0.0811,0.097,0.992,-0.0481,0.0941,0.9944,0.3162,-0.5107,9.0913,0.2803,-0.4573,8.0951
9675279951,3.4763,3.5516,-30.875,15.75,-40.5625,32.1875,16.7188,-40.25,0.0906,0.1116,0.9896,-0.0393,0.1087,0.9933,0.2974,-0.5356,9.1649,0.2507,-0.4592,7.792
9680283951,3.4211,3.5938,-30.5625,15.8125,-40.25,32.4688,16.75,-40.125,0.0839,0.1087,0.9905,-0.0655,0.1058,0.9922,0.2817,-0.5254,8.8769,0.27,-0.4688,8.1107
9685279951,3.4652,3.5608,-30.7812,16.125,-40.3125,32.25,17.0625,-40.125,0.0909,0.0834,0.9924,-0.055,0.0795,0.9953,0.3303,-0.4963,9.0856,0.282,-0.4399,7.92
9690283951,3.445,3.6196,-30.625,16.0625,-40.3125,32.4375,16.9375,-40.4375,0.0821,0.0844,0.993,-0.0511,0.0814,0.9954,0.3264,-0.5049,9.1386,0.2705,-0.4448,7.8482
9695280951,3.4175,3.5222,-30.6875,15.9688,-40.4375,32.3125,16.9062,-40.25,0.084,0.0951,0.9919,-0.0501,0.0921,0.9945,0.3098,-0.5117,9.0322,0.2727,-0.4507,7.938
9700279951,3.4101,3.5204,-30.75,15.75,-40.25,32.3125,16.7188,-40.5938,0.0935,0.1125,0.9892,-0.0393,0.1096,0.9932,0.291,-0.5288,9.0177,0.2715,-0.47,8.1405
9705280951,3.4652,3.6141,-30.7812,16.0625,-40.4375,32.25,16.9375,-40.25,0.0841,0.0844,0.9929,-0.0453,0.0805,0.9957,0.3257,-0.501,9.0865,0.2737,-0.4419,7.8504
9710280951,3.5148,3.5883,-30.75,15.5938,-40.4375,32.2812,16.625,-40.375,0.0838,0.1193,0.9893,-0.0374,0.1135,0.9928,0.2732,-0.5474,9.0312,0.2544,-0.4829,8.0978
9715285951,3.4707,3.7849,-30.625,16.0,-39.875,32.4375,16.75,-40.8125,0.1004,0.0999,0.9899,-0.0238,0.098,0.9949,0.3,-0.5078,8.8805,0.2788,-0.4688,8.2075
9720286951,3.4726,3.6104,-30.75,16.0,-40.2812,32.2812,16.875,-40.3125,0.0908,0.0912,0.9917,-0.0423,0.0883,0.9952,0.3184,-0.5156,9.1706,0.2849,-0.4468,8.0287
9725287951,3.5498,3.6122,-30.5625,15.7812,-40.375,32.5,16.7188,-40.5,0.0723,0.1028,0.9921,-0.0529,0.098,0.9938,0.2876,-0.5283,8.9745,0.27,-0.4607,8.0205
9730280951,3.4432,3.6159,-30.8125,15.875,-40.5625,32.2188,16.8438,-40.4375,0.082,0.098,0.9918,-0.0335,0.0931,0.9951,0.3154,-0.5234,9.2264,0.27,-0.4529,7.933
9735280951,3.4156,3.5681,-30.8125,15.7812,-40.3125,32.25,16.6875,-40.3438,0.0926,0.1067,0.99,-0.0374,0.1048,0.9938,0.2893,-0.5361,9.0816,0.2505,-0.4668,7.8741
9740405951,3.4616,3.5828,-30.5938,15.6875,-40.1562,32.4688,16.5938,-40.375,0.0799,0.1174,0.9899,-0.0548,0.1135,0.992,0.2783,-0.5391,8.9938,0.2448,-0.4844,8.0082
9745415951,3.4891,3.5663,-30.75,15.9062,-40.3125,32.3125,16.7188,-40.4375,0.0868,0.1019,0.991,-0.0471,0.098,0.9941,0.3027,-0.522,9.0697,0.2634,-0.4688,8.0382
9750405951,3.4064,3.4983,-30.5938,15.7812,-40.3125,32.4375,16.7188,-40.125,0.0722,0.1125,0.991,-0.0771,0.1096,0.991,0.2881,-0.521,8.8972,0.2632,-0.4768,8.1259
9755405951,3.5075,3.5424,-30.75,15.9688,-40.7812,32.2812,17.0312,-40.1875,0.0481,0.098,0.994,-0.083,0.0941,0.9921,0.3184,-0.5132,9.1431,0.2983,-0.4492,8.204
9760405951,3.4763,3.4634,-30.5,15.6875,-40.625,32.5312,16.75,-40.1875,0.0267,0.1193,0.9925,-0.1176,0.1155,0.9863,0.2751,-0.5356,8.9202,0.2793,-0.4924,8.4787
9765405951,3.5571,3.502,-30.6562,15.6875,-41.0,32.375,16.8125,-40.1562,0.015,0.1096,0.9939,-0.1119,0.1048,0.9882,0.2927,-0.5254,8.9979,0.2812,-0.4692,8.2398
9770405951,3.491,3.4928,-30.6875,15.9688,-40.75,32.3125,17.0,-39.8125,0.0306,0.0941,0.9951,-0.1198,0.0902,0.9887,0.3088,-0.5151,9.06,0.2957,-0.4512,8.1962
9775405951,3.5626,3.5902,-30.8125,15.75,-40.875,32.2188,16.8125,-40.1875,0.0373,0.1145,0.9927,-0.0955,0.1087,0.9895,0.3088,-0.541,9.3522,0.2893,-0.4663,8.2957
9780405951,3.5185,3.5387,-30.7812,15.7812,-40.75,32.2812,16.8438,-40.2812,0.0393,0.1077,0.9934,-0.0936,0.1028,0.9903,0.3101,-0.543,9.3878,0.293,-0.4487,8.1393
9785406951,3.5204,3.5553,-30.8125,15.8125,-40.7812,32.2188,16.8125,-40.625,0.0412,0.1077,0.9933,-0.0723,0.1019,0.9922,0.3169,-0.543,9.4633,0.3103,-0.468,8.5464
9790405951,3.5057,3.4542,-30.8125,15.5,-40.5938,32.2188,16.5312,-39.9375,0.0353,0.1319,0.9906,-0.1059,0.1261,0.9863,0.2866,-0.5693,9.4282,0.251,-0.4963,8.2111
9795408951,3.5608,3.5902,-30.8125,15.6562,-41.0938,32.25,16.6875,-40.1875,0.0228,0.1155,0.9931,-0.0984,0.1096,0.9891,0.3125,-0.5479,9.47,0.2661,-0.4749,8.1362
9800406951,3.5571,3.5736,-30.75,15.6875,-40.8125,32.2812,16.75,-40.1875,0.0305,0.1174,0.9926,-0.1003,0.1125,0.9886,0.3,-0.542,9.2663,0.2849,-0.4712,8.3021
9805406951,3.5681,3.502,-30.9375,15.9375,-41.0938,32.0938,17.0312,-39.9688,0.0345,0.097,0.9947,-0.0956,0.0921,0.9911,0.3413,-0.5264,9.5455,0.2981,-0.4419,8.1194
9810406951,3.5589,3.4965,-30.7812,15.6875,-40.5938,32.25,16.8125,-39.9375,0.0383,0.1193,0.9921,-0.107,0.1135,0.9878,0.3015,-0.5557,9.4373,0.2847,-0.4624,8.2009
9815406951,3.5424,3.5369,-30.7812,15.625,-41.125,32.2188,16.875,-40.125,0.0102,0.1145,0.9934,-0.0907,0.1077,0.99,0.3103,-0.5659,9.6506,0.2947,-0.4551,8.2292
9820406951,3.5608,3.5608,-30.875,15.875,-41.0938,32.1875,16.9062,-40.0312,0.0189,0.1038,0.9944,-0.1004,0.098,0.9901,0.3406,-0.5356,9.6422,0.2849,-0.4568,8.1407
9825406951,3.6508,3.5424,-30.7812,16.0625,-41.0625,32.25,17.1562,-40.125,0.0131,0.0814,0.9966,-0.1074,0.0756,0.9913,0.3508,-0.5195,9.5738,0.3142,-0.4363,8.2344
9830406951,3.603,3.5259,-30.875,15.8125,-40.9375,32.1562,16.9062,-39.9375,0.0267,0.1087,0.9937,-0.0936,0.1028,0.9903,0.3298,-0.5444,9.6228,0.2866,-0.4531,8.1185
9835418951,3.5589,3.5828,-30.875,15.75,-41.0625,32.1875,16.875,-40.3125,0.0209,0.1058,0.9942,-0.083,0.098,0.9917,0.3132,-0.5435,9.4284,0.2988,-0.4575,8.3022
9840406951,3.5516,3.581,-30.6875,16.0,-40.8125,32.3438,17.0,-40.25,0.0199,0.0912,0.9956,-0.1005,0.0844,0.9913,0.3303,-0.5234,9.3909,0.3125,-0.4473,8.3384
9845406951,3.6085,3.5461,-30.6875,15.75,-40.8125,32.3125,16.75,-40.1875,0.0209,0.1116,0.9935,-0.1013,0.1058,0.9892,0.3081,-0.5508,9.4547,0.3022,-0.48,8.5917
9850406951,3.6122,3.5167,-30.9062,16.0,-40.9062,32.125,17.1562,-40.25,0.0248,0.0883,0.9958,-0.0851,0.0814,0.993,0.345,-0.521,9.5254,0.3252,-0.4287,8.2713
9855406951,3.6637,3.6545,-30.6875,15.9062,-40.9375,32.3125,16.8125,-40.375,0.0209,0.1028,0.9945,-0.1014,0.098,0.99,0.3347,-0.5298,9.5112,0.3076,-0.4705,8.5442
9860406951,3.6508,3.5571,-30.4688,15.7812,-41.125,32.5625,16.8125,-40.1875,-0.0121,0.1096,0.9939,-0.1226,0.1028,0.9871,0.3054,-0.541,9.3145,0.301,-0.4705,8.4715
9865410951,3.6085,3.6177,-30.7812,15.9062,-40.9062,32.25,16.9375,-40.1875,0.0267,0.1009,0.9945,-0.0966,0.0951,0.9908,0.3401,-0.5308,9.5816,0.3176,-0.4473,8.395
9870414951,3.649,3.6563,-30.8125,15.9688,-41.0938,32.2188,17.0625,-40.0938,0.0151,0.0941,0.9954,-0.0986,0.0873,0.9913,0.3533,-0.5342,9.7662,0.3103,-0.4443,8.2813
9875531951,3.5718,3.6692,-30.625,15.875,-40.375,32.4375,16.75,-40.3125,0.0345,0.1058,0.9938,-0.1033,0.0999,0.9896,0.3074,-0.5342,9.2588,0.3025,-0.4749,8.5369
9880531951,3.6839,3.6379,-30.875,15.75,-41.0,32.1562,16.75,-39.9375,0.017,0.1174,0.9929,-0.1061,0.1116,0.9881,0.3196,-0.5454,9.5206,0.2812,-0.4685,8.2316
9885531951,3.7041,3.5442,-30.7812,15.6875,-41.0625,32.25,16.7188,-40.0625,0.0034,0.1164,0.9932,-0.1071,0.1096,0.9882,0.3169,-0.5483,9.5241,0.2815,-0.4883,8.4563
9890533951,3.5553,3.5975,-30.8125,15.9375,-40.9375,32.2188,16.875,-40.1875,0.0228,0.098,0.9949,-0.0927,0.0921,0.9914,0.3447,-0.5244,9.5613,0.3005,-0.4568,8.3129
9895534951,3.6747,3.7151,-30.8125,15.9375,-40.9375,32.2188,16.8438,-40.4375,0.0199,0.099,0.9949,-0.0772,0.0931,0.9927,0.3469,-0.5312,9.6628,0.3081,-0.4707,8.5523
9900532951,3.649,3.66,-30.625,15.875,-41.1875,32.4062,16.9375,-40.3438,-0.0015,0.096,0.9954,-0.1044,0.0892,0.9905,0.3335,-0.5298,9.4977,0.3118,-0.4624,8.4997
9905531951,3.7206,3.5369,-30.9375,15.9375,-40.8125,32.125,17.0,-39.9375,0.0326,0.097,0.9948,-0.0956,0.0912,0.9912,0.3408,-0.5298,9.5787,0.3066,-0.458,8.3939
9910531951,3.7776,3.6416,-30.6875,15.875,-41.2188,32.3125,16.75,-40.1875,0.0034,0.1096,0.994,-0.0984,0.1028,0.9898,0.3401,-0.5376,9.6589,0.2927,-0.4761,8.4429
9915531951,3.6398,3.66,-30.6875,15.9062,-40.6875,32.3438,16.9375,-40.1562,0.0209,0.0951,0.9953,-0.1044,0.0902,0.9904,0.3301,-0.5332,9.4985,0.3105,-0.4592,8.4507
9920532951,3.7151,3.6159,-30.8125,15.9375,-40.9375,32.2188,16.8438,-40.0,0.0199,0.1077,0.994,-0.0936,0.1019,0.9904,0.345,-0.5278,9.6026,0.2903,-0.4661,8.3038
9925532951,3.6894,3.5645,-30.875,15.9062,-41.0312,32.1562,17.0,-39.8125,0.0267,0.0999,0.9946,-0.1004,0.0951,0.9904,0.3469,-0.5376,9.7345,0.3127,-0.4575,8.4558
9930532951,3.6104,3.671,-30.75,15.9688,-41.0,32.3125,16.9062,-40.3125,0.0121,0.098,0.9951,-0.0879,0.0912,0.9919,0.3462,-0.5244,9.5775,0.3125,-0.4619,8.5023
9935532951,3.6545,3.5791,-30.75,15.8125,-40.8125,32.3125,16.8125,-40.3125,0.018,0.1106,0.9937,-0.0907,0.1038,0.9905,0.3259,-0.54,9.5299,0.2969,-0.4756,8.4832
9940532951,3.6986,3.6747,-30.6562,15.75,-41.0,32.375,16.8438,-40.3125,0.0131,0.1116,0.9937,-0.0965,0.1028,0.99,0.3252,-0.543,9.555,0.2932,-0.4668,8.3443
9945532951,3.7041,3.6471,-30.75,15.9375,-40.875,32.2812,16.9062,-40.0938,0.0189,0.0999,0.9948,-0.1111,0.0951,0.9893,0.3467,-0.5317,9.6656,0.3064,-0.4636,8.4541
9950532951,3.6618,3.6912,-30.5625,15.9375,-40.6562,32.4688,16.8125,-40.3125,0.0121,0.1009,0.9948,-0.1072,0.0951,0.9897,0.323,-0.5342,9.4313,0.301,-0.4736,8.5071
9955537951,3.7243,3.6894,-30.6875,15.875,-40.7188,32.3125,16.8438,-40.0,0.017,0.1087,0.9939,-0.1062,0.1019,0.9891,0.3269,-0.5439,9.5849,0.2852,-0.4729,8.3239
9960533951,3.6931,3.6361,-30.8125,15.9375,-40.7188,32.2188,16.8438,-40.0,0.0267,0.1038,0.9942,-0.1004,0.098,0.9901,0.3425,-0.5322,9.6252,0.2856,-0.468,8.2746
9965532951,3.7372,3.7225,-30.6875,15.9688,-40.5938,32.375,16.875,-40.25,0.0238,0.1028,0.9944,-0.1033,0.098,0.9898,0.3281,-0.5317,9.4604,0.3113,-0.4744,8.6284
9970532951,3.7482,3.7335,-30.6562,15.9375,-40.875,32.375,16.9375,-40.1562,0.0083,0.0951,0.9954,-0.1005,0.0883,0.991,0.3391,-0.5278,9.5377,0.3169,-0.4673,8.611
9975537951,3.7316,3.7151,-30.7812,16.0,-40.8438,32.25,16.9375,-40.3125,0.0209,0.0912,0.9956,-0.0908,0.0863,0.9921,0.3445,-0.5293,9.6137,0.3037,-0.4575,8.3561
9980532951,3.6765,3.5938,-30.9688,15.7812,-41.0312,32.0625,16.8438,-39.9375,0.0238,0.1125,0.9934,-0.082,0.1058,0.991,0.3259,-0.5488,9.6294,0.2815,-0.4788,8.3493
9985532951,3.7133,3.6857,-30.75,15.8125,-41.0,32.2812,16.9062,-40.25,0.0131,0.1009,0.9948,-0.0898,0.0951,0.9914,0.3252,-0.5454,9.5826,0.3054,-0.4631,8.4378
9990532951,3.6967,3.66,-30.8125,15.8125,-40.9375,32.2188,16.8438,-40.0,0.0286,0.1067,0.9939,-0.1033,0.1009,0.9895,0.3313,-0.5435,9.628,0.2783,-0.4761,8.2842
9995532951,3.6343,3.6692,-30.75,15.7812,-40.6562,32.3125,16.75,-40.0938,0.0383,0.1164,0.9925,-0.1013,0.1106,0.9887,0.3184,-0.5698,9.7839,0.2703,-0.4907,8.3601
10000535951,3.7519,3.8731,-30.5938,15.625,-41.1875,32.4688,16.5938,-40.3125,-0.0024,0.1484,0.9889,-0.1057,0.1406,0.9844,0.2969,-0.5874,9.7467,0.2595,-0.5166,8.5333
10005532951,3.7445,3.8107,-30.7812,15.6562,-40.875,32.2812,16.5,-40.125,0.0331,0.1888,0.9815,-0.103,0.183,0.9777,0.2639,-0.5957,9.4783,0.2054,-0.5581,8.4089
10010657951,3.8327,3.987,-30.5938,15.5625,-40.5938,32.4688,16.3125,-40.1562,0.0298,0.2422,0.9698,-0.1198,0.2356,0.9645,0.179,-0.6357,9.0039,0.1716,-0.5986,8.4994
10015667951,3.7151,3.8878,-30.5938,15.5625,-40.8125,32.4688,16.2188,-40.7812,0.022,0.2883,0.9573,-0.0903,0.2808,0.9555,0.1376,-0.6558,8.7813,0.1278,-0.6294,8.3719
10020663951,3.7629,3.9907,-30.6562,15.0,-40.875,32.3438,15.6875,-40.6875,0.0294,0.3749,0.9266,-0.0902,0.3685,0.9252,0.0563,-0.7495,8.9811,0.027,-0.6958,8.037
10025658951,3.8915,4.0642,-30.375,15.6562,-41.3438,32.625,16.5312,-40.9062,0.0014,0.3476,0.9377,-0.1085,0.3412,0.9337,0.0936,-0.6895,8.6899,0.0766,-0.6333,7.8577
10030665951,3.7078,3.9466,-30.4688,15.125,-40.875,32.5312,15.6562,-40.4375,0.0232,0.44,0.8977,-0.1067,0.4338,0.8947,-0.0343,-0.7754,8.2956,-0.0587,-0.791,8.213
10035658951,3.6049,4.0495,-30.375,15.0625,-40.5938,32.6562,15.6562,-40.3125,0.0273,0.4583,0.8884,-0.1211,0.4531,0.8832,-0.08,-0.8242,8.3735,-0.0642,-0.793,8.1764
10040658951,3.7739,4.0385,-30.4375,15.0312,-40.75,32.5938,15.6562,-40.4688,0.0364,0.479,0.8771,-0.1044,0.4721,0.8753,-0.0977,-0.8457,8.4352,-0.0682,-0.7734,7.9037
10045658951,4.0569,3.9025,-30.875,15.1562,-40.875,32.1562,15.6875,-40.0625,0.0595,0.4807,0.8749,-0.0989,0.4781,0.8727,-0.0938,-0.8457,8.4778,-0.1003,-0.7886,7.7305
10050664951,4.1891,3.9907,-30.5938,15.1562,-41.0625,32.4062,15.9375,-40.5,0.0383,0.4738,0.8798,-0.113,0.4704,0.8752,-0.0911,-0.8296,8.3159,-0.0648,-0.7563,7.7402
10055658951,4.0201,4.0348,-30.625,15.0625,-40.8125,32.375,15.875,-40.4375,0.0398,0.4799,0.8764,-0.1169,0.4764,0.8714,-0.1067,-0.8394,8.2612,-0.0958,-0.7715,7.5791
10060658951,3.9834,3.7996,-30.6562,15.0625,-40.9062,32.3125,15.9062,-40.3125,0.0364,0.4781,0.8775,-0.1221,0.4747,0.8716,-0.0963,-0.835,8.323,-0.0729,-0.7734,7.8518
10065658951,4.0275,3.8584,-30.9062,15.25,-41.0,32.0938,15.9688,-40.1875,0.0496,0.4687,0.882,-0.1081,0.4669,0.8777,-0.0814,-0.8193,8.3004,-0.077,-0.7617,7.6705
10070658951,3.9246,4.0164,-30.6875,15.0312,-40.5312,32.3125,15.6562,-40.1562,0.0489,0.4892,0.8708,-0.1119,0.4858,0.8669,-0.1017,-0.835,8.263,-0.095,-0.7949,7.8638
10075658951,3.9613,4.0054,-30.6875,14.9375,-40.7812,32.3125,15.5938,-40.0,0.0385,0.4977,0.8665,-0.1045,0.4952,0.8625,-0.1075,-0.8511,8.3918,-0.1047,-0.7998,7.8154
10080658951,3.965,4.0348,-30.4688,15.1875,-40.9062,32.5312,16.0,-40.0625,0.0151,0.4704,0.8823,-0.1296,0.4652,0.8757,-0.0784,-0.8091,8.2112,-0.076,-0.7915,8.03
10085658951,3.8364,3.9429,-30.75,15.2812,-40.5938,32.2812,15.9062,-40.1562,0.0469,0.4713,0.8807,-0.1114,0.4687,0.8763,-0.087,-0.812,8.1519,-0.0888,-0.7905,7.8794
10090658951,3.9172,3.9687,-30.5625,15.0625,-40.5625,32.4375,15.6562,-39.75,0.0371,0.4875,0.8723,-0.1332,0.4841,0.8648,-0.1073,-0.8369,8.2256,-0.1141,-0.8335,8.1111
10095658951,3.8621,3.9135,-30.6562,15.1875,-40.375,32.375,15.75,-39.875,0.0486,0.4738,0.8793,-0.1223,0.4713,0.8735,-0.1003,-0.8262,8.1749,-0.1061,-0.8208,8.048
10100658951,3.8694,3.9062,-30.7812,15.125,-40.4375,32.2188,15.7812,-39.875,0.0534,0.4824,0.8743,-0.0963,0.4781,0.873,-0.1066,-0.833,8.1866,-0.0864,-0.8105,8.1413
10105658951,3.9393,3.8841,-30.6562,14.75,-40.7812,32.3125,15.4688,-39.8125,0.03,0.5011,0.8649,-0.1086,0.4969,0.861,-0.1343,-0.8647,8.262,-0.1246,-0.8574,8.2807
10110658951,3.8768,3.954,-30.75,14.8438,-40.5938,32.25,15.5625,-39.6562,0.0427,0.5003,0.8648,-0.1154,0.496,0.8606,-0.1329,-0.8599,8.2185,-0.1244,-0.8418,8.0969
10115659951,3.8694,4.0569,-30.6875,15.0312,-40.3438,32.3125,15.75,-40.1875,0.055,0.4875,0.8714,-0.1069,0.485,0.868,-0.1198,-0.8433,8.1643,-0.0948,-0.8159,8.1135
10120659951,3.9466,3.9907,-30.5938,14.75,-40.5625,32.4375,15.3438,-39.625,0.0198,0.5062,0.8622,-0.1207,0.5028,0.8559,-0.1429,-0.8706,8.2372,-0.1432,-0.8662,8.1821
10125671951,3.8658,4.0348,-30.5,14.7188,-40.4375,32.5312,15.375,-39.75,0.0206,0.5104,0.8597,-0.1246,0.5062,0.8534,-0.1475,-0.8711,8.1937,-0.1412,-0.8784,8.3493
10130658951,3.8437,3.9723,-30.6562,15.125,-40.4375,32.375,15.75,-40.0625,0.0441,0.4781,0.8772,-0.1102,0.4738,0.8737,-0.1078,-0.8242,8.0698,-0.0911,-0.8223,8.2285
10135659951,3.9503,3.9429,-30.25,14.8438,-40.5,32.7812,15.4688,-39.9375,0.0046,0.4994,0.8663,-0.139,0.4943,0.8581,-0.1234,-0.8496,8.2004,-0.1244,-0.875,8.4924
10140659951,3.9576,4.0238,-30.5,14.9375,-40.5625,32.5312,15.5625,-39.875,0.0173,0.4986,0.8667,-0.1232,0.4935,0.861,-0.1259,-0.8506,8.1854,-0.1167,-0.8496,8.2737
10145784951,3.8731,3.9834,-30.625,15.0,-40.375,32.4062,15.625,-39.9375,0.043,0.4884,0.8716,-0.1104,0.4841,0.868,-0.1154,-0.8408,8.1833,-0.1073,-0.8345,8.1966
10150784951,3.8694,3.9466,-30.5938,15.0625,-40.5,32.4375,15.6875,-40.0,0.0347,0.479,0.8771,-0.1179,0.4738,0.8727,-0.1161,-0.8481,8.263,-0.1037,-0.8374,8.2707
10155787951,3.8878,3.9466,-30.5,14.9375,-40.5312,32.5,15.5938,-39.8125,0.0218,0.4858,0.8738,-0.1377,0.4807,0.866,-0.1204,-0.8433,8.1576,-0.122,-0.8521,8.2448
10160784951,3.807,3.8805,-30.6875,15.1875,-40.3125,32.2812,15.6562,-39.5312,0.0521,0.4713,0.8805,-0.1277,0.4687,0.8741,-0.1121,-0.8271,8.0572,-0.1206,-0.8472,8.2021
10165787951,3.7886,3.9613,-30.625,15.2812,-40.4688,32.4062,15.75,-39.8125,0.0445,0.4661,0.8836,-0.1283,0.4609,0.8781,-0.0972,-0.8154,8.0811,-0.1042,-0.8169,8.0225
10170784951,3.9319,4.0054,-30.3125,14.8438,-40.4375,32.6875,15.4688,-40.0625,0.014,0.4935,0.8696,-0.1344,0.4901,0.8612,-0.1315,-0.8521,8.1415,-0.1276,-0.8794,8.5103
10175787951,3.9393,3.9907,-30.6562,15.1562,-40.9062,32.3438,15.8125,-40.125,0.0332,0.4695,0.8823,-0.1091,0.4644,0.8789,-0.1021,-0.8247,8.1375,-0.0976,-0.8208,8.1406
10180784951,3.8731,4.0348,-30.5625,15.1875,-40.4688,32.4688,15.7812,-40.375,0.0323,0.4704,0.8819,-0.1048,0.4652,0.879,-0.1058,-0.8271,8.1265,-0.1057,-0.8408,8.2892
